id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
257,PO-202511-000257,6,39,212887.1,15,Synchronized mission-critical hierarchy,2025-11-20,2026-01-07,confirmed
258,PO-202505-000258,6,30,13603284.97,972,Ergonomic content-based archive,2025-05-04,2025-07-08,delivered
259,PO-202601-000259,6,30,5232370.63,730,Synergized client-server workforce,2026-01-04,2026-03-24,confirmed
260,PO-202510-000260,7,40,3236471.47,85,Inverse empowering implementation,2025-10-14,2026-01-05,delivered
261,PO-202512-000261,7,40,2895022.38,285,Implemented radical application,2025-12-24,2026-01-18,confirmed
262,PO-202511-000262,7,40,756971.96,944,Future-proofed asymmetric artificial intelligence,2025-11-27,2026-01-07,confirmed
263,PO-202512-000263,7,40,2577885.79,401,Profit-focused neutral superstructure,2025-12-06,2026-03-06,confirmed
264,PO-202508-000264,7,40,1677237.27,448,Horizontal client-server installation,2025-08-25,2025-10-09,confirmed
265,PO-202504-000265,7,40,1415707.83,947,Operative real-time capability,2025-04-15,2025-06-24,confirmed
266,PO-202508-000266,7,40,2247366.33,624,Reactive homogeneous middleware,2025-08-06,2025-08-28,confirmed
267,PO-202512-000267,7,40,3094216.01,674,Grass-roots needs-based matrix,2025-12-29,2026-02-04,confirmed
268,PO-202510-000268,7,31,1457327.23,719,Face-to-face uniform pricing structure,2025-10-10,2025-10-26,confirmed
269,PO-202601-000269,7,31,1081011.8,356,User-centric solution-oriented moratorium,2026-01-09,2026-03-31,delivered
270,PO-202512-000270,7,19,555772.61,266,Diverse human-resource architecture,2025-12-28,2026-02-02,confirmed
271,PO-202512-000271,7,19,141703.64,800,Adaptive optimizing utilization,2025-12-19,2026-02-06,confirmed
272,PO-202503-000272,7,19,525367.28,31,Versatile local projection,2025-03-18,2025-05-14,confirmed
273,PO-202507-000273,7,19,228050.32,66,Quality-focused coherent policy,2025-07-01,2025-08-18,delivered
274,PO-202601-000274,7,19,439706.69,509,Synchronized clear-thinking parallelism,2026-01-21,2026-04-04,delivered
275,PO-202511-000275,7,19,280521.06,512,Operative 6thgeneration utilization,2025-11-30,2026-02-25,confirmed
276,PO-202509-000276,7,19,285023.76,262,Business-focused full-range firmware,2025-09-28,2025-10-26,delivered
277,PO-202509-000277,7,19,467439.78,119,Seamless uniform open architecture,2025-09-03,2025-10-17,delivered
278,PO-202506-000278,7,19,67672.24,880,Balanced actuating complexity,2025-06-16,2025-07-02,confirmed
279,PO-202506-000279,7,19,93515.54,373,Cloned uniform productivity,2025-06-20,2025-08-23,confirmed
280,PO-202506-000280,7,19,172676.73,984,Exclusive global support,2025-06-18,2025-07-07,delivered
281,PO-202503-000281,7,19,544229.13,732,Multi-tiered motivating throughput,2025-03-19,2025-05-26,confirmed
282,PO-202509-000282,7,19,257708.47,427,Quality-focused radical forecast,2025-09-13,2025-11-07,confirmed
283,PO-202503-000283,7,19,557850.24,586,Compatible analyzing alliance,2025-03-12,2025-05-13,confirmed
284,PO-202509-000284,7,16,5753273.93,54,Realigned tertiary protocol,2025-09-09,2025-10-16,confirmed
285,PO-202512-000285,7,16,6714153.94,48,Optimized motivating hierarchy,2025-12-26,2026-03-02,confirmed
286,PO-202507-000286,7,16,7247012.49,887,Optimized methodical artificial intelligence,2025-07-07,2025-08-27,confirmed
287,PO-202512-000287,7,16,3215433.58,567,Stand-alone tangible moratorium,2025-12-16,2026-02-27,confirmed
288,PO-202507-000288,7,16,3520674.57,299,User-centric global matrix,2025-07-30,2025-10-25,confirmed
289,PO-202509-000289,7,16,6239171.51,249,Decentralized asymmetric website,2025-09-17,2025-11-30,confirmed
290,PO-202601-000290,7,16,5154542.15,506,Seamless asymmetric utilization,2026-01-09,2026-02-18,delivered
291,PO-202601-000291,7,16,6392503.54,252,Organic encompassing open architecture,2026-01-04,2026-02-07,confirmed
292,PO-202510-000292,7,16,7653377.39,25,Monitored context-sensitive moderator,2025-10-15,2025-11-28,delivered
293,PO-202505-000293,7,16,3355685.25,860,Profound web-enabled open architecture,2025-05-08,2025-05-24,confirmed
294,PO-202503-000294,7,25,9336838.12,386,Exclusive 6thgeneration initiative,2025-03-07,2025-04-30,confirmed
295,PO-202503-000295,7,25,3394432.67,244,Face-to-face stable intranet,2025-03-10,2025-05-17,confirmed
296,PO-202507-000296,7,39,6751598.27,146,Function-based needs-based intranet,2025-07-25,2025-09-13,confirmed
297,PO-202503-000297,7,39,965768.37,238,Synergistic content-based function,2025-03-23,2025-06-12,confirmed
298,PO-202503-000298,8,17,693897.94,470,Multi-lateral 6thgeneration approach,2025-03-07,2025-04-01,delivered
299,PO-202601-000299,8,17,142467.49,137,Exclusive fresh-thinking synergy,2026-01-11,2026-03-17,confirmed
300,PO-202506-000300,8,17,484573.69,64,Universal bottom-line projection,2025-06-18,2025-08-27,confirmed
301,PO-202511-000301,8,17,239791.22,268,Optimized zero administration migration,2025-11-30,2026-01-24,confirmed
302,PO-202504-000302,8,17,559588.71,754,Networked mobile groupware,2025-04-02,2025-05-28,confirmed
303,PO-202510-000303,8,17,388667.7,240,Assimilated systematic function,2025-10-09,2025-11-02,confirmed
304,PO-202506-000304,8,17,170407.64,789,Visionary multimedia Internet solution,2025-06-12,2025-09-09,confirmed
305,PO-202507-000305,8,17,183709.99,169,Switchable 5thgeneration encryption,2025-07-28,2025-10-08,confirmed
306,PO-202509-000306,8,17,293046.62,124,Monitored logistical neural-net,2025-09-03,2025-11-25,confirmed
307,PO-202504-000307,8,17,741497.9,213,Cross-platform web-enabled synergy,2025-04-19,2025-06-30,confirmed
308,PO-202503-000308,8,17,395966.38,873,Balanced user-facing circuit,2025-03-18,2025-04-17,confirmed
309,PO-202504-000309,8,17,185229.75,703,Profit-focused reciprocal analyzer,2025-04-30,2025-06-22,delivered
310,PO-202509-000310,8,17,104386.3,856,Seamless mission-critical ability,2025-09-30,2025-11-25,confirmed
311,PO-202509-000311,8,35,1038614.11,992,Multi-lateral regional standardization,2025-09-15,2025-11-14,confirmed
312,PO-202508-000312,8,35,788900.49,694,Triple-buffered solution-oriented analyzer,2025-08-27,2025-10-19,confirmed
313,PO-202601-000313,8,35,1176207.29,179,Proactive local structure,2026-01-01,2026-01-19,confirmed
314,PO-202511-000314,8,19,2350985.09,767,Adaptive bi-directional hub,2025-11-17,2026-02-10,confirmed
315,PO-202504-000315,8,19,859058.63,105,Fundamental explicit artificial intelligence,2025-04-15,2025-05-17,confirmed
316,PO-202509-000316,8,19,513624.72,851,Ergonomic didactic solution,2025-09-27,2025-11-09,confirmed
317,PO-202510-000317,8,19,1290631.15,411,Progressive object-oriented interface,2025-10-05,2025-12-06,confirmed
318,PO-202507-000318,8,19,2894052.19,266,Versatile static pricing structure,2025-07-07,2025-07-31,confirmed
319,PO-202507-000319,8,19,4625377.96,203,Cross-platform background algorithm,2025-07-21,2025-09-30,confirmed
320,PO-202506-000320,8,19,847595.53,868,Customizable motivating adapter,2025-06-05,2025-08-01,confirmed
321,PO-202511-000321,8,19,641915.66,473,Upgradable intermediate policy,2025-11-07,2025-11-28,confirmed
322,PO-202510-000322,8,19,4320588.34,444,Multi-lateral mobile utilization,2025-10-24,2025-12-28,confirmed
323,PO-202509-000323,8,19,586766.89,700,Automated intermediate architecture,2025-09-13,2025-11-21,confirmed
324,PO-202510-000324,8,19,1940905.45,931,Multi-layered full-range focus group,2025-10-01,2025-11-08,confirmed
325,PO-202505-000325,8,19,1631696.1,905,Diverse explicit flexibility,2025-05-01,2025-06-04,confirmed
326,PO-202601-000326,8,19,3026697.68,632,Optional multimedia middleware,2026-01-08,2026-02-23,confirmed
327,PO-202506-000327,8,19,2545847.75,904,Ameliorated scalable benchmark,2025-06-13,2025-09-06,confirmed
328,PO-202504-000328,8,19,718218.76,287,Multi-tiered solution-oriented workforce,2025-04-30,2025-07-03,confirmed
329,PO-202511-000329,8,22,862457.8,906,Stand-alone disintermediate circuit,2025-11-26,2026-02-16,confirmed
330,PO-202508-000330,8,22,2060179.4,822,Seamless next generation archive,2025-08-21,2025-11-13,confirmed
331,PO-202511-000331,8,22,3056157.44,801,Multi-layered intangible hub,2025-11-11,2026-01-10,confirmed
332,PO-202508-000332,8,22,1820698.21,497,Fundamental intangible concept,2025-08-03,2025-10-01,delivered
333,PO-202505-000333,8,22,1703717.26,398,Organic global toolset,2025-05-07,2025-06-25,confirmed
334,PO-202503-000334,8,22,380935.91,612,Inverse empowering array,2025-03-13,2025-04-25,confirmed
335,PO-202601-000335,8,22,2796120.02,798,Universal object-oriented adapter,2026-01-15,2026-03-06,confirmed
336,PO-202601-000336,8,22,2554210.83,484,Total fault-tolerant toolset,2026-01-14,2026-04-06,confirmed
337,PO-202507-000337,8,37,3609777.64,239,Vision-oriented asymmetric interface,2025-07-21,2025-08-25,confirmed
338,PO-202503-000338,8,37,1864185.3,247,Enterprise-wide dedicated open architecture,2025-03-23,2025-05-11,delivered
339,PO-202510-000339,8,37,4816133.19,940,Seamless uniform Local Area Network,2025-10-18,2025-11-09,confirmed
340,PO-202508-000340,8,37,3566690.83,817,Automated mobile intranet,2025-08-21,2025-10-24,confirmed
341,PO-202508-000341,8,37,5433710.35,866,Monitored foreground policy,2025-08-01,2025-09-07,confirmed
342,PO-202506-000342,8,37,1805471.64,326,Persevering systematic approach,2025-06-29,2025-08-28,delivered
343,PO-202506-000343,8,37,723501.41,718,Assimilated dynamic website,2025-06-01,2025-07-31,delivered
344,PO-202505-000344,8,37,3503928.06,577,Multi-tiered 24/7 methodology,2025-05-15,2025-06-23,confirmed
345,PO-202507-000345,8,37,3392368.82,180,User-centric multi-state Graphical User Interface,2025-07-22,2025-10-07,confirmed
346,PO-202507-000346,8,37,1045742.24,239,Mandatory cohesive policy,2025-07-28,2025-09-09,confirmed
347,PO-202507-000347,8,37,3310960.12,1,Ergonomic zero-defect Graphical User Interface,2025-07-01,2025-08-27,delivered
348,PO-202508-000348,8,37,1623259.94,134,Programmable heuristic function,2025-08-25,2025-10-22,confirmed
349,PO-202601-000349,8,37,5348411.14,865,Up-sized needs-based ability,2026-01-18,2026-03-15,confirmed
350,PO-202506-000350,8,37,690817.24,601,Customer-focused background strategy,2025-06-11,2025-07-14,confirmed
351,PO-202505-000351,8,24,2117479.77,374,Configurable coherent software,2025-05-13,2025-06-06,confirmed
352,PO-202504-000352,8,24,2709608.23,679,Multi-tiered value-added infrastructure,2025-04-10,2025-06-14,delivered
353,PO-202512-000353,8,24,704745.66,310,Extended optimal function,2025-12-26,2026-02-20,confirmed
354,PO-202510-000354,8,24,3610949.38,750,Down-sized zero-defect paradigm,2025-10-24,2026-01-02,confirmed
355,PO-202508-000355,8,24,2525708.32,179,Cross-platform grid-enabled matrices,2025-08-10,2025-11-04,delivered
356,PO-202509-000356,8,24,2983521.9,229,Proactive motivating access,2025-09-11,2025-12-10,confirmed
357,PO-202507-000357,8,24,1626116.23,752,Cloned demand-driven adapter,2025-07-19,2025-09-09,confirmed
358,PO-202601-000358,8,24,959465.78,2,Extended didactic website,2026-01-19,2026-04-17,confirmed
359,PO-202512-000359,8,24,3195351.52,790,Face-to-face attitude-oriented functionalities,2025-12-30,2026-03-27,confirmed
360,PO-202601-000360,8,24,973994.56,326,Customizable contextually-based task-force,2026-01-05,2026-02-17,delivered
361,PO-202510-000361,8,24,714971.07,509,Visionary intermediate monitoring,2025-10-05,2025-11-07,confirmed
362,PO-202509-000362,8,24,2845164.59,244,Public-key tertiary application,2025-09-12,2025-11-10,confirmed
363,PO-202506-000363,8,24,926840.58,907,Function-based high-level adapter,2025-06-25,2025-07-21,confirmed
364,PO-202511-000364,8,24,1852830.69,272,Quality-focused modular matrix,2025-11-25,2026-01-05,confirmed
365,PO-202509-000365,8,24,2671863.58,359,Upgradable dynamic Graphic Interface,2025-09-23,2025-11-09,confirmed
366,PO-202503-000366,9,18,586670.97,396,Triple-buffered analyzing migration,2025-03-29,2025-06-08,confirmed
367,PO-202508-000367,9,18,5638551.25,906,Secured maximized superstructure,2025-08-08,2025-10-14,confirmed
368,PO-202512-000368,9,18,5182695.51,360,Grass-roots upward-trending task-force,2025-12-29,2026-03-23,confirmed
369,PO-202509-000369,9,18,1109425.55,491,Distributed executive open architecture,2025-09-26,2025-12-23,confirmed
370,PO-202503-000370,9,18,1429026.37,76,Universal 6thgeneration application,2025-03-07,2025-03-26,confirmed
371,PO-202511-000371,9,18,684787.69,268,User-centric human-resource parallelism,2025-11-05,2025-12-03,confirmed
372,PO-202506-000372,9,18,2364171.61,910,Centralized scalable access,2025-06-18,2025-08-20,confirmed
373,PO-202507-000373,9,18,4400837.05,561,Compatible zero administration productivity,2025-07-29,2025-08-24,confirmed
374,PO-202508-000374,9,18,3680734.81,629,Quality-focused tertiary model,2025-08-06,2025-10-21,confirmed
375,PO-202512-000375,9,18,2831427.32,670,Compatible executive access,2025-12-04,2026-01-09,delivered
376,PO-202506-000376,9,18,5224363.57,161,Streamlined leadingedge secured line,2025-06-01,2025-06-22,confirmed
377,PO-202505-000377,9,18,2308248.09,998,Devolved exuding concept,2025-05-10,2025-06-18,confirmed
378,PO-202507-000378,9,18,4219246.86,740,Multi-channeled methodical intranet,2025-07-15,2025-10-07,confirmed
379,PO-202509-000379,9,17,1411492.44,244,Profound empowering initiative,2025-09-12,2025-10-09,confirmed
380,PO-202509-000380,9,17,1811892.67,563,Exclusive web-enabled toolset,2025-09-24,2025-12-10,confirmed
381,PO-202509-000381,9,17,595377.81,4,User-centric tangible firmware,2025-09-26,2025-12-04,confirmed
382,PO-202511-000382,9,17,1458321.35,678,Cross-group grid-enabled open system,2025-11-26,2026-02-10,confirmed
383,PO-202512-000383,9,17,748097.79,212,Up-sized human-resource utilization,2025-12-31,2026-02-05,confirmed
384,PO-202505-000384,9,17,3911890.78,485,Total regional initiative,2025-05-01,2025-05-30,confirmed
385,PO-202507-000385,9,17,3221013.08,483,Operative actuating superstructure,2025-07-26,2025-10-11,confirmed
386,PO-202507-000386,9,17,727067.38,558,Intuitive solution-oriented forecast,2025-07-07,2025-09-09,confirmed
387,PO-202509-000387,9,17,1733229.52,391,Adaptive demand-driven instruction set,2025-09-27,2025-11-28,confirmed
388,PO-202601-000388,9,17,2001967.61,270,Proactive zero administration protocol,2026-01-03,2026-03-15,confirmed
389,PO-202507-000389,9,17,1346344.17,858,Self-enabling web-enabled artificial intelligence,2025-07-23,2025-09-10,delivered
390,PO-202512-000390,9,17,621025.9,771,Enterprise-wide bifurcated encryption,2025-12-08,2026-01-04,confirmed
391,PO-202510-000391,9,21,1741580.79,555,Public-key encompassing methodology,2025-10-26,2026-01-01,delivered
392,PO-202505-000392,9,21,1296411.5,63,Sharable stable open system,2025-05-12,2025-07-15,delivered
393,PO-202510-000393,9,21,2028106.16,549,Customer-focused motivating initiative,2025-10-21,2026-01-04,delivered
394,PO-202601-000394,9,21,3800771.44,488,Quality-focused analyzing process improvement,2026-01-11,2026-03-05,confirmed
395,PO-202510-000395,9,21,1936882.48,875,Advanced interactive intranet,2025-10-11,2025-10-30,delivered
396,PO-202508-000396,9,21,2612284.28,530,Business-focused next generation hub,2025-08-21,2025-11-17,delivered
397,PO-202601-000397,9,21,989884.61,973,Expanded demand-driven challenge,2026-01-22,2026-04-04,confirmed
398,PO-202510-000398,9,21,4058839.5,172,Customer-focused optimizing solution,2025-10-11,2025-11-22,confirmed
399,PO-202510-000399,9,21,908484.98,434,Face-to-face intangible framework,2025-10-09,2025-11-03,confirmed
400,PO-202601-000400,9,21,1198427.62,843,Future-proofed web-enabled instruction set,2026-01-19,2026-02-21,delivered
401,PO-202511-000401,9,21,1412695.93,933,Stand-alone zero-defect info-mediaries,2025-11-21,2025-12-14,confirmed
402,PO-202509-000402,9,21,1911211.77,407,Streamlined zero administration data-warehouse,2025-09-21,2025-12-15,confirmed
403,PO-202508-000403,9,25,1408442.63,470,Persevering tangible Graphic Interface,2025-08-06,2025-08-22,delivered
404,PO-202503-000404,9,25,2540744.96,801,Object-based upward-trending migration,2025-03-29,2025-06-05,confirmed
405,PO-202511-000405,9,25,1911151.99,152,Monitored client-server customer loyalty,2025-11-25,2026-02-20,delivered
406,PO-202510-000406,9,25,2522929.96,988,Programmable global algorithm,2025-10-23,2025-11-19,confirmed
407,PO-202510-000407,9,25,2450225.11,104,Managed background neural-net,2025-10-13,2025-12-03,delivered
408,PO-202506-000408,9,25,3604625.3,899,Optimized dynamic frame,2025-06-25,2025-08-31,confirmed
409,PO-202510-000409,9,25,1796971.19,498,Networked optimizing analyzer,2025-10-14,2026-01-10,delivered
410,PO-202507-000410,9,25,2124263.62,177,Switchable 3rdgeneration website,2025-07-08,2025-08-27,confirmed
411,PO-202512-000411,9,25,927164.46,624,Digitized transitional task-force,2025-12-01,2026-02-05,confirmed
412,PO-202601-000412,9,25,1843333.35,901,Multi-channeled grid-enabled interface,2026-01-23,2026-03-21,confirmed
413,PO-202507-000413,9,25,583295.06,487,Function-based secondary attitude,2025-07-02,2025-08-20,confirmed
414,PO-202507-000414,9,25,477626.62,838,Public-key homogeneous protocol,2025-07-18,2025-09-09,confirmed
415,PO-202510-000415,9,25,1423518.77,504,Centralized impactful secured line,2025-10-28,2025-11-24,confirmed
416,PO-202506-000416,9,25,892737.6,998,Compatible neutral application,2025-06-12,2025-08-22,confirmed
417,PO-202507-000417,9,25,1383784.41,427,Implemented multimedia superstructure,2025-07-31,2025-08-26,confirmed
418,PO-202506-000418,10,24,2660615.15,844,Grass-roots tertiary function,2025-06-14,2025-08-20,confirmed
419,PO-202510-000419,10,24,7182423.85,889,Multi-channeled object-oriented knowledgebase,2025-10-29,2025-12-30,confirmed
420,PO-202510-000420,10,24,5167596.74,163,Down-sized disintermediate knowledge user,2025-10-06,2025-10-29,confirmed
421,PO-202510-000421,10,24,6770555.28,414,Adaptive explicit emulation,2025-10-16,2025-11-17,delivered
